연월일,환율(원달러),금액(백만불)_아시아,중량(Ton)_아시아,단위가격(Ton당달러)_아시아,단위가격(MMBTU당달러)_아시아,단위가격(m3당달러)_아시아,단위가격(MJ당달러)_아시아,단위가격(Ton당원)_아시아,단위가격(MMBTU당원)_아시아,단위가격(m3당원)_아시아,단위가격(MJ당원)_아시아
1988-01-01,787.460,21.000,116512.000,180.239,3.499,0.097,0.003,141930.960,2755.470,76.542,2.612
1988-02-01,773.440,21.000,116282.000,180.595,3.506,0.097,0.003,139679.744,2711.764,75.328,2.571
1988-03-01,753.490,10.000,59086.000,169.245,3.286,0.091,0.003,127524.287,2475.776,68.773,2.347
1988-04-01,741.800,33.000,172876.000,190.888,3.706,0.103,0.004,141600.916,2749.062,76.364,2.606
1988-05-01,735.670,45.000,231236.000,194.606,3.778,0.105,0.004,143166.073,2779.448,77.208,2.635
1988-06-01,729.460,33.000,175143.000,188.417,3.658,0.102,0.003,137443.004,2668.340,74.122,2.530
1988-07-01,725.810,21.000,114297.000,183.732,3.567,0.099,0.003,133354.419,2588.963,71.917,2.454
1988-08-01,722.810,38.000,228414.000,166.365,3.230,0.090,0.003,120249.985,2334.552,64.850,2.213
1988-09-01,720.240,35.000,228291.000,153.313,2.976,0.083,0.003,110422.224,2143.754,59.550,2.032
1988-10-01,709.350,18.000,114644.000,157.008,3.048,0.085,0.003,111373.469,2162.222,60.063,2.050
1988-11-01,693.000,32.000,227698.000,140.537,2.728,0.076,0.003,97392.160,1890.787,52.523,1.792
1988-12-01,685.030,15.000,113468.000,132.196,2.566,0.071,0.002,90558.131,1758.110,48.837,1.667
1989-01-01,682.420,32.000,223274.000,143.322,2.782,0.077,0.003,97805.566,1898.813,52.746,1.800
1989-02-01,676.990,18.000,112487.000,160.018,3.107,0.086,0.003,108330.918,2103.153,58.422,1.994
1989-03-01,672.970,20.000,112603.000,177.615,3.448,0.096,0.003,119529.675,2320.568,64.461,2.200
1989-04-01,667.360,30.000,170259.000,176.202,3.421,0.095,0.003,117590.260,2282.916,63.415,2.164
1989-05-01,666.560,30.000,167091.000,179.543,3.486,0.097,0.003,119676.105,2323.411,64.540,2.203
1989-06-01,666.710,31.000,168484.000,183.994,3.572,0.099,0.003,122670.461,2381.543,66.155,2.258
1989-07-01,667.280,41.000,223439.000,183.495,3.562,0.099,0.003,122442.725,2377.122,66.032,2.253
1989-08-01,668.380,30.000,167029.000,179.610,3.487,0.097,0.003,120047.417,2330.619,64.741,2.209
1989-09-01,670.030,29.000,168509.000,172.098,3.341,0.093,0.003,115310.577,2238.658,62.186,2.122
1989-10-01,671.270,29.000,166805.000,173.856,3.375,0.094,0.003,116704.116,2265.712,62.938,2.148
1989-11-01,672.330,29.000,168163.000,172.452,3.348,0.093,0.003,115944.471,2250.964,62.528,2.134
1989-12-01,675.170,30.000,166363.000,180.329,3.501,0.097,0.003,121752.433,2363.721,65.660,2.241
1990-01-01,683.430,40.000,223620.000,178.875,3.467,0.144,0.003,122248.457,2369.699,98.739,2.246
1990-02-01,689.870,32.000,168106.000,190.356,3.690,0.154,0.003,131320.952,2545.563,106.067,2.413
1990-03-01,697.780,32.000,167641.000,190.884,3.700,0.154,0.004,133195.101,2581.892,107.581,2.448
1990-04-01,706.030,32.000,166770.000,191.881,3.719,0.155,0.004,135473.766,2626.062,109.421,2.489
1990-05-01,709.260,30.000,168308.000,178.245,3.455,0.144,0.003,126421.798,2450.597,102.110,2.323
1990-06-01,715.330,28.000,166192.000,168.480,3.266,0.136,0.003,120518.677,2336.169,97.342,2.215
1990-07-01,715.940,27.000,167960.000,160.753,3.116,0.130,0.003,115089.188,2230.922,92.957,2.115
1990-08-01,715.540,26.000,167067.000,155.626,3.017,0.126,0.003,111356.761,2158.572,89.942,2.046
1990-09-01,714.960,38.000,223502.000,170.021,3.296,0.137,0.003,121558.107,2356.317,98.182,2.234
1990-10-01,715.000,39.000,170640.000,228.551,4.430,0.185,0.004,163414.205,3167.668,131.988,3.003
1990-11-01,714.320,67.000,223791.000,299.386,5.803,0.242,0.006,213857.751,4145.480,172.731,3.930
1990-12-01,715.730,68.000,223735.000,303.931,5.891,0.245,0.006,217532.527,4216.713,175.699,3.997
1991-01-01,718.140,41.000,169640.000,241.688,4.685,0.195,0.004,173566.022,3364.454,140.188,3.189
1991-02-01,721.610,80.000,339481.000,235.654,4.568,0.190,0.004,170050.165,3296.301,137.348,3.125
1991-03-01,725.110,57.000,286525.000,198.936,3.856,0.161,0.004,144250.135,2796.186,116.510,2.651
1991-04-01,725.480,39.000,226235.000,172.387,3.342,0.139,0.003,125063.408,2424.265,101.013,2.298
1991-05-01,725.130,40.000,226147.000,176.876,3.429,0.143,0.003,128258.168,2486.193,103.593,2.357
1991-06-01,725.370,19.000,113217.000,167.819,3.253,0.136,0.003,121731.100,2359.671,98.321,2.237
1991-07-01,728.960,31.000,171441.000,180.820,3.505,0.146,0.003,131810.710,2555.057,106.462,2.422
1991-08-01,731.120,31.000,169527.000,182.862,3.545,0.148,0.003,133693.866,2591.560,107.984,2.457
1991-09-01,739.740,51.000,284437.000,179.302,3.476,0.145,0.003,132636.542,2571.065,107.130,2.437
1991-10-01,748.960,42.000,225745.000,186.051,3.606,0.150,0.003,139344.482,2701.094,112.547,2.561
1991-11-01,753.050,44.000,225781.000,194.879,3.778,0.157,0.004,146753.713,2844.716,118.532,2.697
1991-12-01,757.280,11.000,56102.000,196.071,3.801,0.158,0.004,148480.981,2878.198,119.927,2.728
1992-01-01,762.660,74.000,393262.000,188.170,3.648,0.152,0.003,143509.518,2781.830,115.912,2.637
1992-02-01,765.740,31.000,170476.000,181.844,3.525,0.147,0.003,139245.055,2699.166,112.467,2.559
1992-03-01,771.190,40.000,226871.000,176.312,3.418,0.142,0.003,135969.780,2635.677,109.822,2.499
1992-04-01,778.280,58.000,340755.000,170.210,3.299,0.137,0.003,132471.248,2567.861,106.996,2.434
1992-05-01,782.780,10.000,56018.000,178.514,3.460,0.144,0.003,139737.227,2708.707,112.865,2.568
1992-06-01,789.070,42.000,225581.000,186.186,3.609,0.150,0.003,146913.703,2847.818,118.661,2.700
1992-07-01,787.150,22.000,113042.000,194.618,3.773,0.157,0.004,153193.503,2969.547,123.733,2.815
1992-08-01,789.320,56.000,282107.000,198.506,3.848,0.160,0.004,156684.946,3037.226,126.553,2.879
1992-09-01,785.550,45.000,224945.000,200.049,3.878,0.162,0.004,157148.414,3046.210,126.928,2.888
1992-10-01,783.650,55.000,282194.000,194.901,3.778,0.157,0.004,152734.466,2960.649,123.362,2.807
1992-11-01,784.040,66.000,338204.000,195.148,3.783,0.158,0.004,153004.222,2965.878,123.580,2.812
1992-12-01,788.620,63.000,340240.000,185.163,3.589,0.150,0.003,146023.572,2830.563,117.942,2.683
1993-01-01,791.990,82.000,450808.000,181.896,3.526,0.147,0.003,144059.511,2792.491,116.356,2.647
1993-02-01,796.450,60.000,335302.000,178.943,3.469,0.145,0.003,142519.281,2762.635,115.112,2.619
1993-03-01,793.250,92.000,508451.000,180.942,3.507,0.146,0.003,143532.022,2782.266,115.930,2.638
1993-04-01,795.790,60.000,341576.000,175.656,3.405,0.142,0.003,139785.582,2709.644,112.904,2.569
1993-05-01,799.990,53.000,285408.000,185.699,3.600,0.150,0.003,148557.399,2879.679,119.989,2.730
1993-06-01,802.680,52.000,280433.000,185.428,3.594,0.150,0.003,148838.974,2885.138,120.216,2.735
1993-07-01,806.200,51.000,281274.000,181.318,3.515,0.146,0.003,146178.459,2833.565,118.067,2.686
1993-08-01,808.810,48.000,282619.000,169.840,3.292,0.137,0.003,137368.259,2662.786,110.951,2.524
1993-09-01,808.570,49.000,282570.000,173.408,3.361,0.140,0.003,140212.797,2717.925,113.249,2.577
1993-10-01,810.210,67.000,394415.000,169.872,3.293,0.137,0.003,137631.860,2667.896,111.164,2.529
1993-11-01,807.120,76.000,451538.000,168.314,3.263,0.136,0.003,135849.297,2633.342,109.724,2.496
1993-12-01,809.400,80.000,507937.000,157.500,3.053,0.127,0.003,127480.377,2471.116,102.965,2.343
1994-01-01,810.480,93.000,623694.000,149.112,2.890,0.120,0.003,120851.956,2342.629,97.611,2.221
1994-02-01,809.230,95.000,622362.000,152.644,2.959,0.123,0.003,123524.331,2394.431,99.770,2.270
1994-03-01,807.540,88.000,561306.000,156.777,3.039,0.127,0.003,126603.885,2454.126,102.257,2.326
1994-04-01,808.560,58.000,396332.000,146.342,2.837,0.118,0.003,118326.252,2293.670,95.571,2.174
1994-05-01,806.550,62.000,399260.000,155.287,3.010,0.125,0.003,125246.957,2427.823,101.161,2.302
1994-06-01,806.640,54.000,342477.000,157.675,3.056,0.127,0.003,127186.818,2465.426,102.728,2.337
1994-07-01,805.120,57.000,341253.000,167.031,3.238,0.135,0.003,134480.400,2606.807,108.619,2.471
1994-08-01,803.460,68.000,394119.000,172.537,3.345,0.139,0.003,138626.354,2687.173,111.967,2.547
1994-09-01,800.730,70.000,398176.000,175.802,3.408,0.142,0.003,140769.660,2728.720,113.699,2.587
1994-10-01,798.760,75.000,450010.000,166.663,3.231,0.135,0.003,133123.708,2580.508,107.523,2.446
1994-11-01,796.330,121.000,731270.000,165.466,3.207,0.134,0.003,131765.189,2554.174,106.426,2.421
1994-12-01,791.860,120.000,736132.000,163.014,3.160,0.132,0.003,129084.458,2502.210,104.261,2.372
1995-01-01,790.480,126.000,733396.000,171.804,3.330,0.139,0.003,135807.231,2632.526,109.690,2.496
1995-02-01,790.730,129.000,732246.000,176.170,3.415,0.142,0.003,139303.144,2700.292,112.514,2.560
1995-03-01,778.690,122.000,677751.000,180.007,3.489,0.145,0.003,140169.738,2717.091,113.214,2.576
1995-04-01,767.500,91.000,506752.000,179.575,3.481,0.145,0.003,137823.827,2671.617,111.319,2.533
1995-05-01,761.400,93.000,450391.000,206.487,4.003,0.167,0.004,157219.394,3047.586,126.985,2.889
1995-06-01,761.040,73.000,338699.000,215.531,4.178,0.174,0.004,164027.411,3179.555,132.484,3.014
1995-07-01,757.010,72.000,283546.000,253.927,4.922,0.205,0.005,192225.318,3726.151,155.259,3.532
1995-08-01,767.960,75.000,398726.000,188.099,3.646,0.152,0.003,144452.581,2800.110,116.673,2.654
1995-09-01,772.350,64.000,313462.000,204.171,3.958,0.165,0.004,157691.841,3056.744,127.366,2.898
1995-10-01,767.400,121.000,564721.000,214.265,4.153,0.173,0.004,164427.036,3187.301,132.806,3.021
1995-11-01,769.410,141.000,822232.000,171.484,3.324,0.139,0.003,131941.849,2557.599,106.568,2.425
1995-12-01,771.080,149.000,819238.000,181.876,3.526,0.147,0.003,140241.200,2718.476,113.272,2.577
1996-01-01,787.270,176.000,969744.000,181.491,3.518,0.147,0.003,142882.575,2769.677,115.405,2.626
1996-02-01,780.280,160.000,859127.000,186.236,3.610,0.150,0.003,145315.885,2816.845,117.371,2.670
1996-03-01,781.250,181.000,967455.000,187.089,3.627,0.151,0.003,146163.129,2833.268,118.055,2.686
1996-04-01,780.430,148.000,800687.000,184.841,3.583,0.149,0.003,144255.670,2796.293,116.514,2.651
1996-05-01,780.160,142.000,738303.000,192.333,3.728,0.155,0.004,150050.481,2908.622,121.195,2.757
1996-06-01,797.960,98.000,515562.000,190.084,3.685,0.154,0.003,151679.294,2940.195,122.510,2.787
1996-07-01,812.760,75.000,249224.000,300.934,5.833,0.243,0.006,244587.199,4741.149,197.551,4.494
1996-08-01,816.810,123.000,323229.000,380.535,7.376,0.307,0.007,310824.926,6025.120,251.051,5.712
1996-09-01,821.760,116.000,603106.000,192.338,3.728,0.155,0.004,158055.400,3063.791,127.660,2.904
1996-10-01,827.610,200.000,998856.000,200.229,3.881,0.162,0.004,165711.574,3212.201,133.844,3.045
1996-11-01,828.180,182.000,856845.000,212.407,4.117,0.172,0.004,175911.349,3409.916,142.082,3.233
1996-12-01,839.020,265.000,1319997.000,200.758,3.892,0.162,0.004,168440.004,3265.090,136.048,3.095
1997-01-01,849.880,231.000,1081835.000,213.526,4.139,0.172,0.004,181471.555,3517.697,146.573,3.335
1997-02-01,866.850,262.000,1194700.000,219.302,4.251,0.177,0.004,190101.867,3684.989,153.544,3.493
1997-03-01,879.410,235.000,1135887.000,206.887,4.010,0.167,0.004,181938.300,3526.744,146.950,3.343
1997-04-01,893.560,231.000,1142945.000,202.109,3.918,0.163,0.004,180596.932,3500.743,145.867,3.319
1997-05-01,892.050,149.000,738797.000,201.679,3.909,0.163,0.004,179907.945,3487.387,145.310,3.306
1997-06-01,889.490,140.000,685499.000,204.231,3.959,0.165,0.004,181661.242,3521.374,146.726,3.338
1997-07-01,890.500,123.000,624104.000,197.083,3.820,0.159,0.004,175502.000,3401.981,141.752,3.225
1997-08-01,895.900,128.000,681870.000,187.719,3.639,0.152,0.003,168177.512,3260.001,135.836,3.090
1997-09-01,909.530,117.000,621538.000,188.243,3.649,0.152,0.003,171212.396,3318.830,138.287,3.146
1997-10-01,921.850,201.000,1062881.000,189.109,3.666,0.153,0.003,174329.817,3379.259,140.805,3.203
1997-11-01,1025.580,225.000,1147758.000,196.034,3.800,0.158,0.004,201048.914,3897.190,162.386,3.694
1997-12-01,1484.080,255.000,1353297.000,188.429,3.653,0.152,0.003,279643.271,5420.686,225.866,5.139
1998-01-01,1706.800,184.000,1030765.000,178.508,3.460,0.144,0.003,304677.788,5905.962,246.086,5.599
1998-02-01,1623.060,212.000,1277768.000,165.914,3.216,0.134,0.003,269288.885,5219.973,217.503,4.948
1998-03-01,1505.280,130.000,809361.000,160.621,3.114,0.130,0.003,241778.885,4686.712,195.283,4.443
1998-04-01,1391.970,104.000,644821.000,161.285,3.126,0.130,0.003,224503.979,4351.850,181.330,4.125
1998-05-01,1394.620,79.000,510340.000,154.799,3.001,0.125,0.003,215885.449,4184.786,174.369,3.967
1998-06-01,1397.180,102.000,677252.000,150.609,2.919,0.122,0.003,210427.374,4078.985,169.961,3.867
1998-07-01,1300.770,103.000,732072.000,140.697,2.727,0.114,0.003,183013.843,3547.593,147.819,3.363
1998-08-01,1303.220,96.000,674414.000,142.346,2.759,0.115,0.003,185507.893,3595.938,149.833,3.409
1998-09-01,1370.800,84.000,617961.000,135.931,2.635,0.110,0.002,186334.089,3611.954,150.501,3.424
1998-10-01,1336.720,137.000,958339.000,142.956,2.771,0.115,0.003,191091.712,3704.177,154.343,3.511
1998-11-01,1294.130,170.000,1179737.000,144.100,2.793,0.116,0.003,186484.021,3614.860,150.622,3.427
1998-12-01,1213.650,141.000,1015574.000,138.838,2.691,0.112,0.003,168500.424,3266.261,136.096,3.096
1999-01-01,1176.940,225.000,1694047.000,132.818,2.575,0.107,0.002,156318.862,3030.130,126.258,2.872
1999-02-01,1186.810,167.000,1235841.000,135.131,2.619,0.109,0.002,160374.409,3108.744,129.533,2.947
1999-03-01,1229.160,131.000,1019432.000,128.503,2.491,0.104,0.002,157950.663,3061.761,127.576,2.902
1999-04-01,1208.940,145.000,1072757.000,135.166,2.620,0.109,0.002,163407.277,3167.534,131.983,3.003
1999-05-01,1197.000,117.000,794622.000,147.240,2.854,0.119,0.003,176246.064,3416.404,142.353,3.239
1999-06-01,1169.630,105.000,672588.000,156.113,3.026,0.126,0.003,182594.917,3539.472,147.481,3.355
1999-07-01,1186.040,122.000,788644.000,154.696,2.999,0.125,0.003,183475.535,3556.543,148.192,3.372
1999-08-01,1199.790,128.000,735133.000,174.118,3.375,0.141,0.003,208905.219,4049.479,168.731,3.839
1999-09-01,1196.970,167.000,903162.000,184.906,3.584,0.149,0.003,221326.838,4290.263,178.764,4.067
1999-10-01,1206.380,155.000,788886.000,196.480,3.809,0.159,0.004,237029.051,4594.639,191.447,4.356
1999-11-01,1177.220,216.000,1079514.000,200.090,3.879,0.162,0.004,235549.997,4565.969,190.252,4.328
1999-12-01,1138.390,202.000,958799.000,210.680,4.084,0.170,0.004,239836.274,4649.055,193.714,4.407
2000-01-01,1131.070,387.000,1759777.000,219.914,4.263,0.178,0.004,248738.386,4821.616,200.904,4.571
2000-02-01,1128.800,254.000,1086283.000,233.825,4.533,0.189,0.004,263941.533,5116.319,213.184,4.850
2000-03-01,1117.190,330.000,1351885.000,244.104,4.732,0.197,0.004,272710.105,5286.291,220.266,5.011
2000-04-01,1109.760,238.000,962673.000,247.228,4.792,0.200,0.005,274364.068,5318.352,221.602,5.042
2000-05-01,1120.010,137.000,568519.000,240.977,4.671,0.195,0.004,269896.644,5231.754,217.993,4.960
2000-06-01,1118.730,117.000,457455.000,255.763,4.958,0.207,0.005,286129.587,5546.418,231.105,5.258
2000-07-01,1114.860,123.000,451180.000,272.618,5.285,0.220,0.005,303931.424,5891.494,245.483,5.585
2000-08-01,1114.570,143.000,514167.000,278.120,5.391,0.225,0.005,309983.935,6008.818,250.372,5.696
2000-09-01,1116.500,129.000,452988.000,284.776,5.520,0.230,0.005,317952.131,6163.276,256.807,5.843
2000-10-01,1127.310,188.000,633918.000,296.568,5.749,0.240,0.005,334324.439,6480.641,270.031,6.143
2000-11-01,1151.150,216.000,745204.000,289.854,5.619,0.234,0.005,333664.876,6467.856,269.499,6.131
2000-12-01,1214.400,292.000,1027181.000,284.273,5.510,0.230,0.005,345221.339,6691.870,278.833,6.344
2001-01-01,1272.820,265.000,982420.000,269.742,5.229,0.218,0.005,343333.096,6655.268,277.308,6.309
2001-02-01,1252.440,252.000,970314.000,259.710,5.034,0.210,0.005,325270.871,6305.144,262.719,5.977
2001-03-01,1288.430,240.000,912338.000,263.060,5.099,0.212,0.005,338934.912,6570.012,273.755,6.228
2001-04-01,1325.550,174.000,633431.000,274.694,5.325,0.222,0.005,364121.270,7058.232,294.098,6.691
2001-05-01,1298.460,90.000,343726.000,261.836,5.076,0.211,0.005,339984.173,6590.351,274.603,6.247
2001-06-01,1293.830,14.000,57566.000,243.199,4.714,0.196,0.004,314658.305,6099.427,254.147,5.782
2001-07-01,1302.600,57.000,228264.000,249.711,4.840,0.202,0.005,325273.368,6305.193,262.721,5.977
2001-08-01,1285.390,59.000,228340.000,258.387,5.009,0.209,0.005,332127.573,6438.057,268.257,6.103
2001-09-01,1293.700,113.000,455437.000,248.113,4.810,0.200,0.005,320984.242,6222.051,259.257,5.898
2001-10-01,1302.600,113.000,452849.000,249.531,4.837,0.202,0.005,325039.472,6300.659,262.532,5.973
2001-11-01,1284.000,174.000,761650.000,228.451,4.428,0.185,0.004,293331.583,5686.024,236.922,5.390
2001-12-01,1289.660,171.000,794514.000,215.226,4.172,0.174,0.004,277568.249,5380.463,224.190,5.101
2002-01-01,1317.600,211.000,1016003.000,207.677,4.026,0.168,0.004,273634.625,5304.212,221.013,5.028
2002-02-01,1318.720,190.000,903831.000,210.216,4.075,0.170,0.004,277216.427,5373.643,223.906,5.094
2002-03-01,1322.510,201.000,965497.000,208.183,4.035,0.168,0.004,275324.014,5336.960,222.377,5.059
2002-04-01,1318.930,158.000,737766.000,214.160,4.151,0.173,0.004,282462.109,5475.327,228.142,5.190
2002-05-01,1266.060,93.000,397251.000,234.109,4.538,0.189,0.004,296395.931,5745.424,239.397,5.447
2002-06-01,1223.470,68.000,285261.000,238.378,4.621,0.193,0.004,291648.560,5653.400,235.562,5.359
2002-07-01,1185.120,77.000,346051.000,222.511,4.313,0.180,0.004,263701.709,5111.670,212.990,4.846
2002-08-01,1196.370,86.000,366401.000,234.716,4.550,0.190,0.004,280806.603,5443.236,226.805,5.160
2002-09-01,1208.500,108.000,437289.000,246.976,4.787,0.199,0.005,298470.805,5785.644,241.073,5.485
2002-10-01,1241.130,216.000,861143.000,250.829,4.862,0.203,0.005,311311.919,6034.560,251.444,5.721
2002-11-01,1211.910,231.000,917278.000,251.832,4.882,0.203,0.005,305197.781,5916.042,246.506,5.608
2002-12-01,1208.910,292.000,1191910.000,244.985,4.749,0.198,0.005,296164.744,5740.943,239.210,5.442
2003-01-01,1179.270,299.000,1143542.000,261.468,5.068,0.211,0.005,308341.740,5976.985,249.045,5.666
2003-02-01,1191.190,192.000,699155.000,274.617,5.323,0.222,0.005,327121.282,6341.013,264.213,6.011
2003-03-01,1232.400,193.000,682148.000,282.930,5.484,0.229,0.005,348682.691,6758.966,281.628,6.407
2003-04-01,1232.820,217.000,794575.000,273.102,5.294,0.221,0.005,336685.574,6526.410,271.938,6.187
2003-05-01,1199.780,184.000,728267.000,252.655,4.898,0.204,0.005,303129.924,5875.958,244.836,5.570
2003-06-01,1194.020,149.000,573810.000,259.668,5.033,0.210,0.005,310048.588,6010.071,250.424,5.697
2003-07-01,1181.590,86.000,338244.000,254.254,4.929,0.205,0.005,300424.368,5823.512,242.650,5.521
2003-08-01,1178.420,89.000,337932.000,263.367,5.105,0.213,0.005,310356.462,6016.039,250.673,5.703
2003-09-01,1166.170,136.000,514393.000,264.389,5.125,0.214,0.005,308322.858,5976.619,249.030,5.666
2003-10-01,1166.270,189.000,739000.000,255.751,4.958,0.207,0.005,298274.736,5781.843,240.914,5.481
